"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103142450199.355","109360056259.628","109852611293.644","110494907801.928","127341537109.387","136593938421.27","157600483397.173","173024350133.312","188771082198.301","192079817861.258","184804928824.396","196428154135.644","99575929952.2947","172534714526.228","144459716294.725","126891987216.841","137239376148.149","137402734085.997","154436265462.741","170683113309.886","154285180031.989","118779596659.372","162527823149.666",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940891242.021999","976364197.873576","1078035239.0172","1110024459.60854","1151851512.22258","1196563913.22557","1254083547.89146","1266854274.12031","1361649947.0331","1417715492.63482","1450541286.30575","1432672160.15636","1461060163.50317","1553433897.39086","1711059340.85987","1757474441.79438","1923942421.35348","2009362801.82928","2149258248.82371","2101843961.62901","2161219563.21597","2327094347.93733","2310594135.16849","2394488504.6185","2453549036.70769","2427466022.20243","2572974864.18537","2701367910.56731","2846845883.48616","2895914917.65843","2333703227.86302","2591085572.56012",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2737509495232.71","2932773342692.28","3089674068583.05","3239185030019.13","3471493140042.62","3591706062630.35","3791998754547.15","4060839631613.74","4203676900355.16","4266744893902.55","4524348759799.5","4659792648593.02","4745839517772.33","4936609345278.49","5379923868224.32","5793402443208.86","6360709081699.65","6893976367273.7","7326772250728.8","7284701229884.21","7827185611590.69","8435043913000.59","8702406894567.34","9091546777370.67","9384695266670.36","9352992824482.62","9610512514190.45","10107870997600.8","10507860724464.2","10731159329377.8","10232502925955.3","11360063140930.7",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466044258533.274","492062744464.198","508093333915.839","523580414573.458","539616848761.294","583457917286.274","628126963730.01","675203436215.165","710236707669.124","750971012361.068","802319203724.749","865123188667.223","921873164720.178","990270596833.393","1083263829040.78","1201574677645.28","1326839460861.9","1464787595238.85","1590953569041.6","1671327036872.59","1799305608797.83","1907658707994.85","2000761014325.98","2152168748069.73","2341778839008.23","2447397665579.64","2742016365696.52","2923880863109.14","3143115706740.42","3371894347805.58","3449498165493.04","3688474628803.04",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237492818317.84","248990006326.172","254502791629.064","266029345593.108","273596684075.402","293366367838.445","315469979160.918","343018089656.35","358584052947.962","376554055755.009","398662654347.501","429883703061.554","454319435111.727","486603903157.396","529892106618.486","582995206574.448","638254594696.794","698546716804.298","752990029198.961","787716384440.678","854344526980.775","885551433034.27","866741617490.414","929033853698.165","1023494488353.16","1084002825337.63","1176003506532.36","1240511094887.85","1319013402435.59","1400417872722.18","1426981832613.91","1542502767963.45",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39922574215.46","43171197600.0269","46097847956.5675","50446699468.1644","54409249588.7116","58605463550.95","61946274595.4801","67050825860.0689","70991294580.0606","75087760539.0983","81396269585.0498","81943844198.8642","86520406086.2281","93468951181.8631","101204102272.77","110892676972.671","123080321484.934","134998236670.434","145773984683.649","151900208708.385","166048337269.116","183744230021.17","210687556548.255","223389738314.381","233894955001.782","242360503475.594","259190046868.401","269853543169.891","285340923261.078","297208797941.159","289916696139.673","313002493107.688",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4162360805303.92","4412128235798.83","4645119771190.6","4818366960709.37","5034989447236.47","5383424716508.62","5807023504267.3","6114070628191.12","6261246383764.42","6634543780969.87","7091732095403.08","7553714466658.29","8035527570640.4","8721436025325.12","9547783352769.05","10452686799771.3","11478891907914.1","12607490517996.5","13363762992775.7","14061121225312.7","15168110901484.6","16221221453112.6","17329611329307.5","18240373932200","19010806706125.4","19575534796323.7","20809938873689.8","22029549580802.2","23691900822387.7","25048810201754.1","24496060205249.5","27014963489651.9",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10699513543028.2","11301057179349.1","11798811809467","12415145387465","13063083000012.3","13897999147734.2","14930754754100.1","15928991329810.3","16292938551194.7","17189477755504.4","18618939417333.8","19780843145934.1","21047225145839.7","22778318824348","25185241795980","27881922441008.6","31339261660359.1","34938218929787.7","38018528392954.1","39620554929455.9","43186935682133.9","46905799505667","50182025024991.6","53157647772169.1","55431712210609.8","56506153274525.9","59200120539911.4","62753303085312.5","67451652314992.3","71138452030460.1","70758209174594.1","78529939676286.9",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382707082.90693","1529052284.98692","1672688468.83939","1772435891.17503","1918537648.1578","2023229312.04991","2175588262.66978","2295069416.4403","2356588650.40604","2401174510.20721","2550741193.52377","2701101655.35661","2763055434.61209","2946062760.00606","3076343914.96608","3282786220.30702","3527229076.42146","3774262814.63003","4059063779.28879","4033791757.02335","4297253298.92433","4588943848.95465","4652464297.89504","5199255916.2663","5730193288.61063","6336395992.14007","6204961285.19335","5580816901.26206","5644251407.17387","5883198402.6264","5504168914.72842","5791126214.94076",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5312834758631.07","5558754991644.05","5740072004467.19","6146039295327.62","6574763787744.61","7097781154343.84","7605974538335.58","8146088855633.15","8444190268303.81","8940485106986.33","9791105574251.11","10529308794708.3","11373339269012.5","12448913419957.5","13828183136765.9","15413300550651.2","17660694947666.5","19987583682808.3","22140968361861.3","23118884605195","25294113426569.4","27797312370398.4","29851916175173.3","31688733510054.2","32987333614901.7","33244343023468.8","34503399473977.7","36633109800583.3","39673280783792.9","42191211421560.1","42664083897074.9","47421477764674.3",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21510885803.6924","22991988086.3033","25274653839.3539","27551816437.1214","27562071462.9566","29556728349.0103","32750826451.054","36085824638.129","41213677498.5643","44004504384.8315","48211642533.947","53900690641.1624","61700398770.7228","66270586755.2437","57301696020.1793","62245258971.928","69297881709.4138","73809005494.2263","79034122256.3816","82647216574.0364","83761417312.2384","88700533710.4277","95492177900.2528","101909459943.576","107688223470.189","108666652765.217","119263273159.523",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11430049743.5083","12838039432.7905","13369544209.4954","14261367919.9476","15122449442.0445","15660682025.1114","16449037909.2476","17820582220.3094","18800386977.9634","21456887315.5603","24047659001.9595","24780691932.436","26135003699.075","27186564944.0508","29635355253.5302","31997220939.5338","37280877634.8846","40852146365.7102","44452842913.4099","43245323115.5974","45809177021.6867","48970848492.8168","51308724180.9019","54838614516.1038","58578323745.8406","61437308583.9496","65980119592.3436","68570197215.6406","71109228076.0453","72752104681.8145","74292443521.0431","86117109487.233",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13704253738.9015","14269925057.2204","15783038156.1051","17034484418.8543","17703546279.4406","19033933297.3078","21138642491.9432","23289297251.1733","25306939200.6937","27787935472.885","31150175332.9959","35181623306.6266","40126467152.2268","42617061830.4138","36459248172.2411","37141185118.8692","39646142674.3108","43311586458.3971","45564452972.4338","47483513479.8355","49384358752.2535","52362211192.1741","55691171159.2716","59505432397.6235","61018882725.6109","59721423980.7638","64909961685.824",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9357960257.46915","10028439877.6754","11621107256.5766","12513570068.9648","13324278876.4109","14052080220.0327","14249402690.7541","14454655687.384","13949169475.3931","13812151421.9914","14936826402.8529","15714482103.8566","17381436790.1754","19787740811.0719","25729971313.0197","28679784810.7479","33523514322.5898","39413761108.6256","41531955371.0213","42330728676.3908","53601936357.2104","66543283702.9429","75587734812.7121","88662888143.3566","90217341071.9546","70022650971.9238","70409197227.4455","78534544016.2994","85608986580.7581","84951341159.437","39538790905.0193","48590726566.555",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63719781303.1849","70628203919.7721","70722397912.8151","71862579717.5345","81168440849.7438","78390942830.7769","89703059672.9706","89825787557.8945","97412076635.4299","99853032164.0253","104068585238.463","114202612556.057","119602831346.052","129233742806.63","139068686452.859","148150822602.745","164290278574.46","174689135244.355","188585333057.515","197848479825.585","207866273514.446","223315729951.264","226123984328.435","236669859661.439","229401963793.421","247207179584.528","253685437088.192","264212938334.625","279042501469.592","291441195677.773","276391560113.67","309101012730.266",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9396614698.02409","9006307567.80535","9312512866.87636","8801228582.36859","8624632958.94773","9005929278.33134","9770567155.49812","10696826347.8317","11627862807.0907","12823562209.0755","14217613069.3063","15359812136.4382","16248162632.3748","17851455262.8896","16887922457.6419","18304332596.5371","19771747904.1826","21054653373.5189","23960618159.7213","25218452294.1776","26233146094.6549","29732362625.8559","32101220474.0099","34281937090.4115","36180472488.2341","33914165325.3535","40249130836.3919",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14053427514.0834","13612451222.648","14087077454.1945","14723818720.9038","15031903344.549","15604722801.6321","16232752837.6534","17122569961.3699","17993542986.9286","19104587199.3299","20408165565.8924","22115904531.0034","19673684595.8767","22025005864.9121","23805183811.7286","25719312007.3085","27944204001.8233","30338301402.6768","32995727062.9934","31885996424.3627","32469023369.0185","33666784883.1948","34211234495.3643","35256747642.231","36701692063.6329","37486176943.1132","39996972856.6155","40514544581.3315","42809884934.5901","45492959792.4499","42753630141.7704","46490572423.5421",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1568467196.79369","1722702482.84392","1899575600.34325","2064925512.25184","2223344903.26589","2361158642.0628","2319141110.99225","2526476913.2182","2930587401.45725","3190827450.68829","2858823980.1417","3716550312.7029","4111428697.40986","4587745439.9109","4283384299.05909","4649794946.86447","5153016194.53146","5438384433.88027","6140033356.58292","6957268404.30841","7628331940.20392","8279182674.90245","8963910866.51982","9923605292.11403","10796439365.9136","7266174292.81986","9911412877.96685",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964999618372.62","2212014266863.7","2365246403479.88","2464402774721.54","2564027151091.17","2684100479503.39","2869048648517.67","3019401265919.58","3199355285107.94","3311154363981.04","3615214673953.54","3755378579634.59","3881340196638.06","4141124788803.52","4595593892413.6","4958761871315.18","5388724820658.39","5821255418849.63","6189965814839.54","6270790267009.86","6663331230280.79","7053304930503.45","7404767088731.15","7493684675426.46","7508048463032.29","6907019523235.5","6936537527597.87","7337714227220.19","7650430228114.97","7880747642890.3","7705409359479.36","8360897496048.9",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","678638337126.598","732220730350.647","778364132282.327","758505098210.813","812980906096.732","777809486586.036","845698498837.261","919184016850.251","977530077381.408","1018601794034.79","1096748841633.21","1116922418402.18","1137595954619.2","1184225231425.39","1263689147984.32","1341775400309.42","1485717815145.24","1560834850130.85","1653898166712.45","1636084641959.78","1740490293843.66","1911319122227.47","2012767821886.24","2064490858166.15","2173227410899.1","2230188837833.73","2383253006289.45","2460766209923.96","2535949723291.33","2533977007232.53","2407278986001.28","2609993159827.52",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92159896.9617384","95360201.7690366","104498095.694484","113400234.713182","122629499.973979","135483988.101699","123750231.281229","117770146.748471","118119826.143132","118280944.010834","122598558.144199","133917869.669225","141093584.488102","141553313.230256","146733010.358881","154895865.524697","159115069.660428","168694172.726904","161305067.315556","167508685.693055","180826590.808028","183453427.557935","182595692.913465","193257970.86159","195000745.116889","200130456.266669","204790853.365147","215460579.884415","228494150.928854","248035503.965268","245483274.331615","249291905.55897",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10467595145501.6","11057752469760.7","11549627927687.3","12154525807140.8","12794505012382.8","13610217042983.2","14621317524189.5","15593122077190","15942519860930.4","16821343911173.2","18228330592173.3","19360207184047.1","20602409139884.6","22301668300557.1","24665824242842","27310286145588.1","30712662959942.2","34251817979747.4","37278288745681.5","38846221024476.1","42347042913880.7","46034603944025.2","49327612411819.5","52242083281938.4","54429175815266.8","55448652685825.2","58057470155225.9","61547304982847.3","66167743886591.9","69776347952344.1","69374014111757.5","77027569305617.5",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11035544620.2568","10704733562.6355","10229881928.4405","9690155524.41939","9723074264.89322","9816298935.77402","10114495581.7239","10437071539.3164","10937133597.785","11547068946.0865","12465693578.9215","12310864391.272","12919361273.203","13367483975.5764","14577415704.9365","15987036515.9264","17730064702.9364","19109131750.1355","21537249379.7326","22577870454.1063","23346919735.2578","24064126928.0264","24558761103.6171","26269629633.9931","27776148780.3682","28751910212.3222","31373344969.6016","32583049847.4236","34872701791.8557","36438538744.6679","34652076034.2539","37002477607.8428",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6788150164.22884","7841953466.10681","7762506431.64936","8198580672.23292","8690173748.55175","8954114838.5886","9761412678.16785","10409251170.6369","11323435573.9862","12137649017.9746","12405082020.6179","14634971329.4996","15324754471.3587","17052254990.9239","17783162971.3046","19539343144.0871","21081314920.7514","22407447537.8983","23927260403.7373","25238015671.9511","26898573459.092","28339693401.1737","28185271180.1879","29823029628.6952","32434173880.7766","35447022304.1779","39326484634.0147","41593677730.7733","44608757363.5967","47566295895.9073","47544840719.2225","51040719779.2608",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3194402571.10112","3509045898.76602","3757372125.30508","4018783698.29645","4336557102.66681","4708303676.96961","4967682925.7898","5290235611.30717","5575314006.95147","5856495175.74355","7160240676.09216","7275183488.41072","7760969209.27855","8342080313.88935","8645489676.06807","9008172740.67948","9452171592.12051","10192152727.8685","10858177290.1119","10992348763.2972","11905789837.5587","12060645513.4303","12703260179.4427","13756965203.8872","14924469420.14","16669551294.9975","18080319218.064","20385716412.7632","22083970327.9414","23896511205.1356","22284590647.264","24662121177.9493",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16537727954.5131","17278064937.7049","18464987019.5543","20370790813.4467","22216377956.8596","24316137910.2462","26417125954.2344","28494384240.8805","30475379889.9195","33524972562.2361","38542011313.5688","44323919821.2294","50282815479.3328","57933960425.6861","67636353570.1469","79221244502.4568","92532827234.7119","106913207552.475","121030666456.566","134486276852.995","149807073953.141","164419280388.933","182371121892.131","196135709328.632","209644114866.49","216277729440.661","213834731308.334","225516863812.204","245693866241.607","266970763861.698","278763558003.178","238129016105.799",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1064534827190.16","1177688159916.06","1262642164568.04","1313544514484.38","1359256453814.08","1426611388206.95","1545587824118.82","1631590232481.15","1760296190060.15","1871530313751.08","2037156393622.83","2140163708003.26","2246211304927.97","2335745165682.31","2589268372395.78","2784859975609.96","3017723197628.5","3291029028142.71","3468300576929.02","3571956535780.34","3804017933707.66","3877091525468.23","4024357630574.97","4048739041446.61","4005530001842.23","3836348260726.51","3934034510729.75","4113761304231.51","4283114069689.34","4421808923125.02","4361412218680.64","4746643962324.79",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3630783654.40344","4112198408.75996","4329976769.53981","4494566939.5923","4810099551.3252","5106752335.06363","6432378020.94846","7673382446.67981","8524397417.93584","8051514351.7114","8446529548.85296","8974083915.439","8603944433.85825","9237443096.02233","9557930151.60308","10161628572.0568","11325530657.0412","12249710436.6236","13386155965.439","14351792494.7935","12419691760.1705","14137096113.0172",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7301345617.31867","6892048381.69345","6396613350.46962","6340734897.95246","6614361990.141","7183662438.804","7478694418.03148","7904108062.39063","8260034932.83232","8633625608.92873","8930412911.92961","9401240896.92976","9999655715.57034","10911272060.0408","12394664216.1085","13710599728.619","15342960076.3283","17372449858.3988","19281509071.1127","19158921988.7887","20623324475.5739","24691841190.0464","28889684311.683","30402499578.9283","32506744921.2182","31928136100.8223","32817601635.4333","35392260803.7048","39044359016.8448","41969237520.7859","40539157200.5084","42823711816.0181",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3781513827.53958","4101950983.45054","3938472571.35977","4459142206.08881","4851918428.31128","5065598991.0996","5736213480.80504","6494562650.60118","7219912074.54598","8178183272.56248","8462177943.7296","9698683086.5665","10764993861.7303","11732539331.2197","13001216888.9917","14300056181.88","16170372681.4782","17891089731.4505","19568565093.332","20938295915.1517","22567774714.5639","24745386724.0785","25745855746.6741","27733011810.3359","29941333846.0074","34918471458.0821","37950978490.3475","36775580595.8018","38950892162.1006","40565298839.4689","40547635700.4735","43172137566.796",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5362776843.46356","5643267109.25477","5880044246.19394","6372980243.52454","6309845160.2178","7074763245.53039","7623505608.01878","7441302815.85321","7734088539.74991","8131170157.74923","7989586730.39818","8104272959.75883","8344284748.62915","9098491699.52179","9784901247.6604","10956225847.2984","13364893784.5655","13455758976.8674","13668427773.0106","13769500048.0909","14300109225.7307","15206335118.1468","15797573506.5031","17107165464.4978","16883392126.9338","16995094117.3576","19569042826.8309","21877780559.6941","23414454333.7552","25206052251.6692","25060023691.4671","26701625984.6732",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5231495060.74514","5648298946.5362","6153258424.33603","6619236357.62002","7040212560.75164","7496034423.39424","8059820422.10652","8665111759.08876","9294702745.76716","9671785042.87328","10702234199.6054","11309683548.4588","11671437240.6725","12607018407.718","13505982444.4573","14177109261.5775","15325633450.7462","16641234384.5373","17874052619.9371","18584953715.6809","19631583918.3591","20856589153.2036","21304168424.878","22487480674.6131","23312206792.5804","24279686437.2367","26155431238.2558","27081834228.7363","28771336413.234","30168177387.1676","25984165904.1239","28157345262.6273",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6253760066.77118","7029678399.82617","6662646250.45839","7481612690.71669","6858885948.29952","8174180556.28662","8932876563.20642","9431531893.15702","9909204002.29868","10354561644.6489","10756042408.0926","10451205942.1406","10794530820.3972","11635623953.5283","12595611102.6836","13415213989.1601","14479121663.7536","16297984456.699","17879572614.1776","19492747116.6965","21083056887.1194","22565748648.4302","22588074106.7415","24912560759.605","24938173056.6298","24209275404.1387","25022613533.4419","26013119290.3345","27804283080.6674","29843546324.3765","30444856440.7764","32582425634.7195",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122799245554.841","139070187243.7","154877617003.073","174237050703.141","194351292300.148","217930170050.291","244118434958.696","266512514644.479","249677679352.737","268736420543.215","299171136530.611","307494947108.615","329122727029.908","355045553295.597","389307239402.742","422924580301.132","460322765138.394","502541446422.071","536927206540.676","532190031936.551","578575024351.843","621861803378.808","668155626860.022","691871113876.77","734947546649.784","750777096659.435","783874094211.83","829296989955.658","890232072067.184","946384018003.553","903704331074.494","970742293867.274",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6490378885271.8","6702523873389.36","7096658890267.18","7464793258125.15","7931276663683.69","8314988036887.91","8786633071926.89","9335652107702.61","9859337263733.76","10480569841140.9","11155279128832.8","11523372043638.7","11903774346242.2","12483981565617.3","13304854966332.4","14214774907662.7","15061804494755","15780727557535.9","16117161845539.2","15789727462499.3","16417141296635.9","17035054268203.2","17726441064508.9","18401800621779.9","19176555630341.8","19805561310600.5","20378132683934.5","21250609648144.2","22385470714759.7","23231724121650.1","22670346613258.2","24993590877861.3",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306206714.67245","5933586893.59945","6505115413.23298","6554122350.12807","6809880160.60434","7223762436.19051","7590781889.13745","8047542337.86891","8405993281.65901","8811665858.07857","9325989410.43758","9648429868.52738","10268035188.1505","10914620568.4081","12582737052.8377","13305539794.0683","14686256581.9623","15893732061.4951","16627794667.4748","16783900176.0369","18011410906.3474","19321711402.13","20501646103.4227","21744370572.4317","23796468378.9393","24615023880.5389","24587611895.3828","24438091227.4492","25287138095.0328","25502049005.03","23779256825.6697","25369378503.4622",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6123738005.28735","6303004923.02464","6575626149.937","6753143028.7433","7025281854.22617","7348843210.66168","7490921266.51537","7736492190.22451","8603783380.24822","8705873816.81499","8795517441.23949","9647348782.05667","10279603015.0297","10710015015.0939","11037524654.4867","12218275710.5796","13342313135.4641","14133536801.6954","15518288520.9961","15924267901.9665","17498071270.014","18282764961.5946","20618757380.2004","20860788569.3309","21982232411.6596","22908092688.9161","23976535450.2026","25128463060.5944","27584036767.2878","29745628654.4189","31181863187.6889","32916699297.0562",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195839425133.279","203187776260.171","217442707300.325","218066727840.128","218681115361.137","223104405078.364","236722068665.898","247876836264.031","257137118453.37","262283952796.102","281680167998.76","305070775424.834","357319017181.434","391142115267.696","438796089567.506","481693853407.682","526645425734.709","576528142794.447","627332631841.879","682094961979.772","745554750227.782","801440949035.347","833291994452.731","897506108480.495","971491854689.888","982912105652.4","973442207702.023","990700126987.351","1033871897300.5","1075605659343.46","1069037544836.01","1154069970945.9",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8235021428.32597","8497395717.44207","8724621292.12206","8896329669.06336","9389579933.01998","10153213391.8725","10995056700.6454","11628315282.9173","12195659712.6452","13237700346.9383","14092863915.777","14837037901.772","15181883396.1348","15871760532.1233","17163591530.5009","18459873653.1437","19819800161.2601","21388820268.0625","22548140131.5043","21945441834.6762","23188526437.0238","25165684383.2786","26490325310.9707","27949762382.7127","30355546777.3138","32944994652.2256","35895147406.1909","38334779852.6713","37930327178.3031","37149423254.0008","36924394382.5196","42437268793.3009",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286542749949.345","303457972056.002","315668733747.621","327215315770.401","344098764590.948","362260977580.398","380633710257.809","406143111835.01","435230615545.094","462796668420.942","507559373420.92","532415187523.824","556285472929.846","554087885182.436","583047016225.065","614044200508.505","670415498740.704","719797721460.126","763407743799.947","736543194741.756","748422216133.557","777880906388.857","792042289740.032","827475738129.662","830318571509.821","851884866008.706","890488127445.161","943739691874.959","996446719459.491","1023422581997.29","1033703786007.38","1118050657345.24",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78260064583.9132","83402370224.3678","88352111895.5282","93019846807.6","99809179156.6773","106136616492.435","117499998885.91","126025613010.361","124906978407.393","136333970612.487","165880541991.868","170458684985.429","172360885220.162","176174682535.497","195385512770.541","220981890027.144","252424511834.579","263385439466.042","294277831349.971","267338645801.65","283183774154.001","307471559230.611","327987730556.922","340137921349.59","338506031929.012","313230605417.6","308522092432.707","337993790660.966","370815981929.882","357234985787.728","336996381517.09","428345597568.265",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16195204674.979","17809100163.2082","18962933642.1358","20159768605.9741","22281961821.0305","23538237235.8395","25246362675.7738","26978289337.2814","28104868450.2671","29758555947.4005","32319580727.4752","34633980663.6808","35216020999.6566","37327748401.4422","40124608886.7568","42822630163.471","45629232066.925","48461112328.1689","52405679686.9116","55132393546.7619","58482287146.6876","61740123573.5876","67618420433.4664","72735235363.2783","79300444355.344","80942994654.233","81508795259.8104","98515977279.2828","108558190021.351","117856032596.685","116450074441.239","126440077054.981",
