"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2563031510817.26","2517277703416.11","2330206929417.3","2252114947194.67","2034284750112.71","2037055498730.52","2066509890664.61","2162544717900.24","1979963016326.54","2046854215047.89","2297070991668.61","2426298002050.37","2598717738593.8","2877459481034.44","3217337763004.26","3628022753530","4343798284280.91","4844371233400.09","5559312499995","5386961069088.42","5801141343809.99","6442535791189.4","6868455800551.3","7454115253261.14","7639811154565.63","7512703074720.9","7717589899592.53","8233345754642.74","8835914439305.29","9089191616739.89","9080806497508.55","10002678858568.3",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9986112417115.8","10279171770248.3","10351360653797.1","10458990004413.9","10656786767456.1","11079717477595.8","11483585769453.5","11995329510825.3","12255967078019.6","12744049928321.7","13739485903890.5","14449632509278.3","15172016952278.6","15800092817600.1","16824015770505.2","17775460440476.6","19746028394829.6","21236606924083","22776330312226.5","22226592209852.9","23253511392724.2","24695179823527.9","25477819294122.8","26773980135268.1","27558976997898.4","28077465572649.2","29513395830649.9","31164306461876.6","32826688449362.2","33834177019592.5","33098499186254.4","35970757350702.7",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49360324945.667","53219427159.88","55583117054.9825","58023399118.1066","61785987862.5224","64502522019.741","66821015586.8712","70915090521.7373","74055798174.8483","71540165654.7739","73959714522.7841","78662851588.4557","83161704041.9597","87112064066.3229","96795307185.9024","105112984510.981","113127832578.443","118729671253.5","128699388785.714","130258037842.079","136470638996.153","150266909235.128","159559695566.132","175196209316.482","186846614273.657","179309604311.665","181967413007.433","195010792573.628","202243945975.181","205886434547.615","192140979865.012","208600950803.523",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208225264212.044","217689570248.869","232609364594.266","245030446417.168","260206259991.376","277995800234.433","297208202556.806","318938574161.5","340510892435.664","366212581663.713","398365559191.172","421741060108.518","438551606033.996","461488206119.819","493267795611.61","531485171118.126","585380921472.044","643813085520.76","703117730009.894","740695928753.333","788181096808.807","818754235836.905","958659720240.143","992022227977.067","985262043446.578","1064235799328.8","1057086848346.43","1062265603571.56","1145441923025.07","1230729358560.32","1290025001305.81","1388329424822.99",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5290158897380.09","5617675278633.76","5826712186522.53","5923857605968.58","6198564871859.87","6482462127824.81","6700334816302.51","6985479780486.62","7334092429804.15","7634417886375.96","8133792844300.04","8545702687204.6","8924381950559.83","9119663249057.47","9528866619461.11","9907225328522.67","10766795820749.1","11449704520900.9","11938659538404.5","11668319215917.5","12025392831261.7","12553205374510.4","12706494588351","13150084453936.7","13521468849209.2","13931935710866.8","14822190140781.1","15563179126938.8","16260604378313.6","16721773623536.8","16157593197193.5","17411444571558.3",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835577957.49416","2131914133.88056","2639522930.60541","2771900737.53135","3083998266.22424","3385289345.01046","3484074363.17025","3533649355.4762","3500163737.25985","3892379613.81065","4071849497.34522","4041948853.8255","4210704830.89201","4454546908.77504","4547489240.33154","4737024454.99091","4355564713.01755","4553407654.4267","4709241272.78227","5224331270.24732","","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531637946204.733","563609757928.199","581810563642.031","589457426073.888","616392917388.776","646671646233.594","677135066301.249","717538138403.714","768132861026.99","805891424628.996","875626967403.777","937483533692.906","1009753311276.12","1056636426855.48","1122134235110.56","1205129771230.45","1363895505008.85","1468493057167.43","1528583945708.69","1487896577201.85","1475682464741.84","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621069891987.84","1733214656948.48","1841780549395.31","1904499539409.75","1965293955067.71","1788269872312.89","1929758848802.89",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9304112599.85629","9753173782.83109","11167418405.5971","11713818841.5782","11694825363.5915","13161402797.9186","14317382938.5693","16087733549.9594","18001091046.8286","19806500165.0971","22536536810.9861","26054463306.7776","29756657510.5863","30488783700.7275","27328001237.6238","28785763244.0729","32598232994.527","34384867089.0084","36198153224.201","38050116722.6556","38378217195.5802","41201006348.4063","44556473262.6919","47920817734.1549","50223187686.646","50048531249.417","56083239282.2978",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19852712752.9884","19059181820.3363","17802951528.0188","20620215797.7377","21732368694.1377","23547651713.0904","26958449212.6516","28282750743.6817","27612017240.6469","29446594243.9228","31942592633.7143","35373636955.8251","36469110586.1774","36385079560.7834","42432772884.7308","48935682622.1492","55911280419.8643","64000691939.7389","72265338910.6871","79130494301.4933","90132134553.8849","102289393957.91","112533091823.037","122434385173.204","148485604878.241","167119104031.576","194651496419.484","215094143811.298","235244157187.76","259479976889.791","278520091213.391","306447087760.791",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6227973802598.15","6532013434108.81","6749673915370.19","6874207882937.23","7208624002476.76","7564886389423.86","7831748047399.8","8152552913898.5","8548627516234.11","8895833255414.55","9476876367610.82","9959699011313.96","10421692535269.3","10683698802297.1","11226212370696.7","11680192493255.8","12727990162161.1","13606998436510.6","14292763033030.9","14028420730863","14511261194175.7","15191344334304","15420823919266.3","15968822032977.7","16446499974150.7","16991709093455.8","18077953725999.4","19042157262209.7","19952018467415.2","20604565550133.4","20054879067543.3","21648464335747.5",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199854257219.97","1233024623696.08","1264413024068.73","1262376913723.03","1212264844664.05","1232229347390.17","1275089041251.16","1365051226486.49","1451978665529.78","1503631906307.98","1630831274214.74","1742003858806.34","1797491150818.49","1804792248758.52","2109281535936.45","2313902785603.32","2547641095001.19","2788763705187.97","2987143135927.48","3027072270623.94","3232472464937.53","3332407515147.68","3588789294113.83","3838617815644.45","3935762285581.99","3847802022822.02","3978772398499.04","4197026372064.96","4426674738281.42","4617928775616.27","4491555438365.26","4789522495978.71",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90435918646.5484","87990878815.218","87030967224.0363","88504110358.5579","93976432625.6631","99992998897.0726","102913408291.504","112020065286.993","121503744232.369","127934744369.414","138643238700.853","144204183903.508","148763741906.139","151445805497.394","163128036982.73","168146788316.398","181449818651.98","200116386540.239","212980676990.544","202729051357.387","208937273175.52","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","273463067469.717","277855715485.534","281659220687.004","304830106272.46",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057274612.14091","3075326294.37444","3337280306.39255","3489155294.83355","3745410371.09697","3919546550.27817","4182895190.43394","4161415792.20128","4262961224.30579","4703463406.69275","4728252304.11338","4931473134.5417","5168598261.02152","5323311703.26778","5755920283.4261","5977970751.5436","6276583944.42403","6391375327.44577","6581233400.42469","6531613082.31393","6805416542.66629","7134734867.15989","7646755789.3648","8254663160.44005","9831527135.70518","10781765000.9702","11020155995.5114","11783674123.9893","12525154701.0295","12692388353.7992","10899184263.6264","10888758811.9965",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027398703008.44","1073275781554.92","1115291957450.63","1134550414186.96","1186105917124.07","1236488955289.32","1275900786162.88","1333841993452.42","1405918415100.23","1470523899441.7","1589245772376.34","1686718979590.94","1762926373243.27","1753606060052.07","1822232702082.18","1926880446239.76","2065693291963.23","2184319695399.6","2259256991361.58","2243914592231.91","2334676211515.6","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3125379876905.32","3300063763854.41","3166261521877.82","3424151722749.73",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170343407.174819","189183861.145709","201250509.98894","222792275.764915","226333532.833811","247288514.19189","243802557.619374","232975230.385996","242313186.227747","249105322.204237","267063239.815641","278999337.147969","284897534.330602","295087583.062477","293675798.837751","309069463.660951","318347811.203187","320947814.696004","319225118.04959","324783019.672145","336112538.578687","354035867.533622","353925603.514928","346870985.323446","345209473.738004","364778257.923652","371750767.520265","388966298.167317","399101674.373171","411012942.449801","408623148.734557","412033835.830025",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11756534670.0762","12897033198.4977","12783325605.38","13602793196.6689","14409093539.7368","15442952505.7469","16295772628.1039","17528018689.5139","18341758860.6639","16938747928.9375","16996326420.9699","17750333017.6181","17982084376.0297","18749071095.2991","19385126066.8097","20528063102.4161","20567560178.3187","22392520884.9543","22066944569.2701","22237328130.0058","24100123448.2339","26345487003.7203","26868451928.813","27463881944.8317","28955844877.1506","28630139365.0076","28684983156.4358","30986311650.7557","31992420269.1224","33841472240.0978","33619920386.7916","35544083367.6389",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","978052039034.836","999973764743.828","1026864349167.79","1077378125266.4","1142705552394.99","1196203454463.89","1277865584378.25","1344183204641.92","1385181063752.15","1435578291557.54","1559014038932.06","1643950757324.93","1725432214728.13","1810619102773.76","1923117182945.43","1977979675503.34","2120243450344.37","2188923620951.47","2278427398954.81","2192898204975.82","2295779381211.35","2364569465138.54","2453351747492.28","2579158803764.99","2686202472925.53","2794324172515.81","2928593108075.34","3063306948134.75","3161750378791.18","3277751294222.3","3121071774834.98","3344467827748.77",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27489532136.1114","22422719057.9122","12636475831.7032","9145754022.35514","8369585504.62746","8767259396.64607","9927697209.53831","11161200302.2302","11637268190.048","12139872995.0321","12643135949.6943","13549227806.6762","14513618437.6828","16436756681.7202","17855980599.2214","20181920327.1598","22764400550.4375","26320525346.7965","27474125341.3643","26640846923.2209","28645939686.9038","31404963200.6754","36640112634.8222","39451053057.9766","43054252353.1571","45035492644.5473","47930061166.6244","50662483514.4009","54384974673.8243","58115885124.0691","54840076153.2695","63035796526.5772",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18259773945.1668","19874340905.9282","21115838888.542","22664749362.6019","23912646081.2814","25418079399.4415","27074753207.0685","28697384335.5243","30384454299.4707","32168397251.3984","34114383594.9774","36278283025.7363","38501657407.0667","41303125251.3373","44786934364.4211","48916666650.8349","53653252880.4382","57498484731.6689","63963165249.9899","67491688625.8863","73698522383.8603","85797385076.0381","98315093257.2606","140882670454.275","151592328449.185","144983754861.81","142202680902.213","148982694254.14","161999623782.092","175628483453.943","178658725562.138","196050132518.675",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602179911.44716","5942992128.31431","6277249752.51609","6750180729.88922","7168037252.25229","7655549247.30083","8143531790.7382","8713203433.56775","9132366909.17331","9614095318.5051","10078005823.3804","10682053236.9898","11408820926.947","11779247426.3765","12378498222.5055","13149317930.3679","13716303793.3269","15047367356.7993","15969802665.2535","15891729114.5639","16856833995.9606","18172750190.6578","19125167503.1916","19730520884.617","20122408008.2583","20799124961.1002","24399990225.9637","29176885979.9954","31773456071.5443","34158403647.2252","36173203713.3823","38853052640.874",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486275490.38069","1584278615.17764","1675130599.62289","1766489508.7829","1806996272.21985","1861156295.4474","1937374850.35255","2067351925.29861","2163792351.40841","2334719455.3715","2518932392.83829","2725072344.76049","2677598286.27518","2918024795.42483","3207599620.08799","3230384759.39241","3311559774.92902","3504558164.22653","3795220000.82856","4074146025.4162","4366715883.15413","4095033765.28765","4190620609.90576","4165986163.68023","4102796584.71164","4311179261.73183","4446016237.15633","4588632823.22907","5038169413.08512","5447372731.90489","5501899807.22918","6052951975.22638",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986527797.29865","1071904195.90455","1108391582.19516","1158492175.46272","1221094280.84759","1301554190.11051","1479129915.66013","1602437867.28121","1165121016.52943","1193657421.1524","1286947550.06764","1344746606.41927","1352250286.60819","1386777693.52225","1463326953.09847","1573598887.50051","1659614919.76232","1760082435.06464","1851306496.65842","1925942349.33006","2038960051.21636","2249594251.25778","2175252518.53473","2248857564.16191","2332574695.02558","2774674410.9887","3113471483.94557","3519615667.21345","3649961684.21453","3882435324.72653","3834926315.17592","4146064483.44827",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273818554.354483","280184707.045899","386139482.045331","438905740.547005","523001000.024766","627338831.622738","1064155007.17414","2705971401.60224","3386999598.16043","4316220022.03928","5217963392.37949","8717168578.82431","10576078609.5502","12289854980.7345","17415114806.0331","20969493493.2425","23282060015.5678","27565410457.9683","33094595461.5909","33754144712.4436","31111318633.3306","33829572382.3589","38742501085.3548","37422586820.9297","37816353965.5144","28095292742.1539","24861119032.1946","28459489607.0026","27322097005.9114","26286272020.0596","25474719318.8594","26282444538.6751",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135662961716.174","144598774637.096","148929193667.723","150019949588.098","156287971430.831","162915634113.977","171283827746.424","182903868476.271","193331471980.936","198711870247.148","210888280059.065","227613606520.601","246559427543.151","261143779868.687","278922849647.379","281028288686.782","314621986988.324","323944154182.624","341817993053.192","337199589172.553","310430983258.469","285079593304.756","275143590350.289","284949103892.689","290011169381.561","289570760339.534","296466369907.234","307636097252.196","317881651462.228","325467199371.978","299066091543.372","333749205468.349",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455057848.20252","476965075.794283","483682483.308668","485448376.275273","504211656.771888","525746682.138294","559134042.420771","597302850.789724","675019869.901356","731754001.848061","784910359.186043","786350315.028329","826056497.671158","922080226.413508","940702351.355629","1099006850.23959","1087653840.45063","1185449859.24157","1219634070.29983","1146276559.91519","1154121499.68639","1187113039.99111","1199574282.19567","1285879276.92482","1420279857.55212","1551090812.87388","1656776976.9124","1798099078.35128","1921352415.2004","1968934802.09482","1718563487.2959","1885137109.36745",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30046099836.8364","32198519368.958","34525670760.4709","36732053741.0108","39029754882.7452","41820075723.2058","43845381741.1167","46547913293.9569","49422370159.5035","52046949577.7614","55146958032.8737","57704717526.5067","60854041909.9349","63643900683.2183","67403065462.1346","71794093050.2619","77969894548.8584","85152109934.6424","89643564039.5157","90648387301.058","94383670884.0624","100356396780.438","106499944416.169","112026328527.748","118753948140.898","127566291555.947","130131253708.676","133882980507.73","141635439916.612","149743699389.365","149245941087.524","167149184669.572",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2267988161.76508","2486724060.77306","2740707894.53665","3035038622.93106","3364341839.06167","3607713339.2614","3966036781.25441","4283782887.73625","4259259504.50251","4447139700.01352","4485867444.44554","4691492007.02039","4818575644.39288","4882609519.41794","5092060133.47376","5149278995.72565","5580452360.08217","6143414414.32954","6361796620.46459","6650770218.83112","6984997885.87016","7510830548.78362","7916298602.38304","8369728851.78957","8360281355.32149","8593945843.62234","8713910376.3188","9306806134.43556","9952337448.75282","10672596689.8438","15497551857.0316","19358092547.4353",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18593206709199.1","19571527490357.4","20478612644296.4","21253111949780.5","22423221866837.3","23572648761969.4","24790567412136.1","26054453238130.6","27095502017672.8","28360686830452.3","30335481324214","31540967755258.9","32774327846662.7","34130567310324.9","36301142969362.4","38335918704509.4","41161532481592.9","43560184854462.9","45098603124760.1","44200760734823.4","46178187589461.1","48329814614005.1","49952486262409.6","51881659086242.6","53538134250208.6","54750384812661.8","56672399729281","59282821660081.5","62046745183554","63929452466445.8","62595539203840.3","67782637094279.3",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104107736530.066","113765309888.695","123612598556.426","134389676997.754","145544459236.141","152123792808.189","161506046308.508","172669633509.618","164341216369.13","170834978086.789","188093782294.999","193410223240.968","199678485476.48","209842629608.754","234222139908.513","259414244022.573","286225276160.77","312964484567.705","325754168932.631","319779941240.887","345524752665.71","369685331700.329","373482558531.676","385448332074.392","396043918178.997","411294477052.779","419837595257.968","442425449123.253","465891503022.524","466266217090.359","441229462673.456","489061172175.824",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10157742843.252","10152684494.3573","11014750163.1492","12008283753.9579","12290700845.1929","13325084858.9538","13822909692.9352","14707825439.0031","15407355414.2702","15509539250.2388","17017380291.3044","17874630462.5534","18834745107.2295","20079792893.9685","21903843578.3998","23957582874.8062","26318713885.291","28702687971.1366","30491064152.4839","29940316628.7531","31430677476.8836","33314349143.9269","34844289142.3691","36445584467.0234","39875503507.5608","43955139193.462","47719049297.9263","52444135530.2339","55761679698.8568","58264953973.3812","53680916828.4514","62919565687.4281",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382015607485.334","398993195542.046","406847008940.169","421542547598.686","431074043782.607","462866867431.493","496350883246.247","534829837913.68","559823805614.197","586178554583.395","617551962998.215","657499145147.459","689953331783.992","733054224558.279","795389555411.899","867039395819.607","946931889041.257","1026789130788.9","1104939683547.01","1153117739498.12","1238332881977.78","1316258029113.25","1345698501232.94","1476123186125.45","1616341509819.32","1695791359063.76","1811250626804.25","1921619793351.72","2050032800769.96","2176272151073.63","2206988758742.92","2405716474037.02",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37310344441.7863","40227961710.4281","43347208819.2244","44915147827.6332","44946993772.7343","47737566972.8085","50115096815.4821","54937795234.3429","58879630628.0077","63171130429.3551","66534175729.1696","75858107038.6965","84020073215.8972","90165667938.9493","86747285745.1231","85767708981.8451","89956153249.3434","91315015882.1445","93970284954.7143","94622359034.9767","97949323815.94","105239441529.598","111997864063.431","118045616379.631","124168818324.042","116493512461.601","131788350218.334",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15093656086.9022","15897529391.1441","15396434303.1219","14906122837.0285","13405016321.6044","15040716965.3509","15950312961.2391","16664214864.2177","17219454966.6799","17935383849.6535","18501302340.9776","18853286385.6536","19348514043.3025","20417147119.5338","20688935001.9621","21993234854.2395","23072862915.6052","24811691946.4843","25959715178.3174","27665031802.1691","26415225452.7231","28338743512.0008","28317559793.5753","30705944268.3952","31282859076.0868","31002356005.9301","33430852748.7186","34630691147.5786","36049394908.902","36076067067.6394","35290173968.7496","36095639132.6724",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86315335601.8802","85577250728.6728","87101019935.0327","91582813009.0066","94895967360.83","96407059250.1184","101102386754.28","106752843804.558","111315201192.571","121032462098.611","134556710886.521","147567884018.729","156818837080.535","164463538605.247","172611895620.975","185206554981.315","192063906876.768","208070456356.536","207767368877.189","217518838684.988","229736703978.527","230898725659.909","242941598582.397","253565765890.429","263858067583.423","274278759096.808","288755963637.472","311968303729.151","327479221871.952","324429847525.84","356862735018.066",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10208629346596.6","10762323799785.4","11243547218800.9","11853322019540.1","12498122122670.5","13317729661155.1","14305569909811.7","15279669535050.4","15609341722391.8","16437058003108","17808243095306.6","18898981120328.2","20058835382755.4","21661139170998.7","23993526461027.2","26548612381689.6","29944861665216.8","33459247916785.3","36467110422502.8","37883232829508.3","41293694069294.2","44920431649437.3","48120885604608.4","50858399043151.7","52856074460556.7","53793219233737.4","56299379976867.5","59754658581042.4","64205642663341.8","67656275506509.5","67173041068647.4","74707280086506.9",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11324221477182","11938615286806.5","12472338178343.1","13123119255956.9","13806170097984.9","14702810613049.2","15783970349746.1","16839416461218.6","17238618946121.1","18143363427144.2","19624940000101.1","20840828400186.2","22130360669345.3","23882390921926.6","26430410113727.6","29219244102143.9","32869036583273.4","36645805677278.9","39875433597911","41480339298526.5","45146312691275.3","49018745362105.5","52398515279649.3","55473083054898.2","57833898093946.2","58997122028218.5","61856570423074.3","65600373310526.2","70482378844115.8","74323840687945.7","73924443240322.7","82042143390864",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1119223235754.21","1180122936587.34","1232791608848.78","1273490732683.5","1311570090280.45","1388726090798.05","1482154931820.05","1563426747210.7","1633649812915.94","1710749729103.63","1820779744579.33","1946472556972.57","2076654333012.76","2226601716332.39","2442527422073.63","2676567660664.02","2929813878758.46","3191889654333.07","3413358680072.73","3602448652116.32","3858307183317.38","4104319370736.29","4284875710318.18","4621666557997.69","4986634636293.75","5214047730507.41","5569019755405.98","5857695695235.45","6289561348032.47","6681664423278.1","6766663841789.21","7351188391620.13",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585332984973.862","619310616048.667","655294718722.453","670297340550.664","692773294247.597","725254624939.056","772264089203.751","800591658780.771","831868089219.487","864470182330.833","918437201186.242","978969688003.404","1055967850514.74","1134130648747.37","1252843136244.37","1371038885829.61","1496371219690.43","1623689172009.62","1717510865624.53","1820938315953.63","1939655199274.66","2066787832353.72","2152815409852.2","2289414940553.57","2450358825200","2544223928011.16","2595335054983.15","2690126199332.41","2869933841958.89","3003309056565.27","3000483976813.44","3286842833899.55",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559227723733.001","617313147084.704","672405192137.084","733061080269.032","805167938021.239","889624205356.582","976738907012.991","1040279253528.42","913896371687.469","934107259827.278","1002269831589.48","1062190577262.82","1127283023412.57","1204482901941.76","1299038798645.55","1416041981248.24","1540034456670.35","1682010613727.26","1817361593744.38","1913672578431.34","2057206510182.67","2229511719014.97","2413435225696.69","2535041372928.96","2622251600815.57","2647706548803.03","2744896640112.26","2894125530220.37","3116594552426.23","3331570511714.96","3302097492964.25","3566265111446.87",
"IDA only","IDX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","533496559192.667","560236621658.63","576265868983.771","602397710062.555","617853934877.001","662892670765.663","709358890281.427","762948318828.032","802125316315.59","846959627986.727","903144918871.055","968492434631.717","1021216383220.68","1092991637517.99","1190038421150.95","1305962819188.7","1434026853240.37","1568999303604.58","1697170150638.49","1782885091690.51","1920151075013.78","2039117518113.07","2133740995843.62","2334230638385.53","2539210535561.29","2673612586823.75","2983306330337.12","3179504384839.88","3433288143357.34","3694947016562.21","3784856007620.39","4082666308523.94",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048235107013.49","1095136631188.19","1181501791554.75","1266968386062.08","1380191573615.21","1515867471306.59","1660158643051.63","1757179784087.91","1886851860334.24","2082700396480.41","2211693660020.87","2370617125945.76","2499147076015.16","2748789707160.43","3046209539682.44","3390666370803.74","3777034027553.59","4176280771103.72","4387760606409.38","4763056069775.47","5229906990843.73","5618380734786.9","6153155415797.75","6477517561942.86","6781021982581.72","7159798324012.18","7735001687457.93","8276934253114.33","9021613789704.56","9526237283859.17","9005119325892.9","10218572963096.8",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
